reviewId,author,authorUrl,reviewTitle,reviewBody,language,reviewRating,dateCreated,images,dateOfVisit,helpfulCount,reviewUrl,name,address,aggregateRating,ratingCount,input,sentiment_scores
958466340,NB,https://www.tripadvisor.com/Profile/nemo_k_b,Best Volunteer Run Bachata Event in London!,BE is an amazing community with great bachata teachers who volunteer their time to bring together an incluaive bachata experience in London.,en,5.0,2024-07-07,,May 2024,0,https://www.tripadvisor.com/ShowUserReviews-g186338-d26663269-r958466340-Bachata_Exchange-London_England.html,Bachata Exchange,"12 Primrose St, London EC2A 2EG England",5,161,https://www.tripadvisor.co.uk/Attraction_Review-g186338-d26663269-Reviews-Bachata_Exchange-London_England.html,"{'label': 'POSITIVE', 'score': 0.9996091723442078}"
958462879,Arya Z,https://www.tripadvisor.com/Profile/805aryaz,London's greatest dance venue,Bachata Exchange is the social dancing capital of the Bachata community. People from around England come together in this place and you'll find all the best national and international artists here. It's a magnificent arena for a magical dance. People come here and discover bachata and fall in love with the dance. We need this place to go forever.,en,5.0,2024-07-07,,May 2024,0,https://www.tripadvisor.com/ShowUserReviews-g186338-d26663269-r958462879-Bachata_Exchange-London_England.html,Bachata Exchange,"12 Primrose St, London EC2A 2EG England",5,161,https://www.tripadvisor.co.uk/Attraction_Review-g186338-d26663269-Reviews-Bachata_Exchange-London_England.html,"{'label': 'POSITIVE', 'score': 0.9997584223747253}"
956052353,Discover760916,https://www.tripadvisor.com/Profile/Discover760916,Best dance social,"Best bachata social in London! A great atmosphere with lots of nice dancers. One of the best ways to end the week, and brings a lot of happiness to lots of people who attend.",en,5.0,2024-06-21,,Jun 2024,1,https://www.tripadvisor.com/ShowUserReviews-g186338-d26663269-r956052353-Bachata_Exchange-London_England.html,Bachata Exchange,"12 Primrose St, London EC2A 2EG England",5,161,https://www.tripadvisor.co.uk/Attraction_Review-g186338-d26663269-Reviews-Bachata_Exchange-London_England.html,"{'label': 'POSITIVE', 'score': 0.99988853931427}"
956079979,Petya Nova,https://www.tripadvisor.com/Profile/Petya_Nova,Bachata Exchange - The dance community builder London adores!,"The best part of Bachata Exchange is the sense of community. Dancers of all ages and skill levels come together in an inclusive, welcoming environment. Workshops for beginners make it easy for newcomers to join the fun, while experienced dancers offer tips and encouragement in the other level donation classes. It's a fantastic cultural celebration, a community builder, and a great way to stay active. This event brings people together through the joy of dance, creating connections and memories every week.In short, the Bachata Exchange is a weekly Sunday highlight that enriches lives!",en,5.0,2024-06-21,,May 2024,0,https://www.tripadvisor.com/ShowUserReviews-g186338-d26663269-r956079979-Bachata_Exchange-London_England.html,Bachata Exchange,"12 Primrose St, London EC2A 2EG England",5,161,https://www.tripadvisor.co.uk/Attraction_Review-g186338-d26663269-Reviews-Bachata_Exchange-London_England.html,"{'label': 'POSITIVE', 'score': 0.9998550415039062}"
956417853,Charlie P,https://www.tripadvisor.com/Profile/E5655LOcharlesp,THE dance event for visitors and locals,"Bachata Exchange was the first place in London I danced when I came back to visit family during a stint living in the US - I only knew about it from American friends who’d found it so phenomenally welcoming, fun and energising during their visits to London. What. An. Event. After moving to London full time, I started teaching at BE around once a month. Seeing how much joy people experienced from an amazing combination of a beautiful venue, a giving community, total acceptance of skill/level from others and connecting with new people creates such an ease drive for us as teachers (and as social dancers!) at BE. The venue is unparalleled in London. We don’t get much sun here in the UK, so an open spot that gives us all the light we can get, is breathable, spacious and beautiful is clearly one of the reasons people travel from (literally) other cities every week to make it to BE. The community is amazing, people feel safe and respected. The music is 👌. The location is glorious. It’s a staple for people’s social, mental and physical well-being. We (friends from abroad, friends from the UK, the dance community in London and I) absolutely love BE.",en,5.0,2024-06-23,,May 2024,0,https://www.tripadvisor.com/ShowUserReviews-g186338-d26663269-r956417853-Bachata_Exchange-London_England.html,Bachata Exchange,"12 Primrose St, London EC2A 2EG England",5,161,https://www.tripadvisor.co.uk/Attraction_Review-g186338-d26663269-Reviews-Bachata_Exchange-London_England.html,"{'label': 'POSITIVE', 'score': 0.9997846484184265}"
958078935,Trip16330740088,https://www.tripadvisor.com/Profile/Trip16330740088,BE - Best bachata event in London!!!!,"The best way to learn bachata in a free, funny and diverse environment. Everyone makes you feel so welcome and it's amazing to see generations coming together to learn how to dance and share their own skills. I've been a few times and was the best place to do it! Everyone should try. Can't way to go back!!!!",en,5.0,2024-07-05,,May 2024,0,https://www.tripadvisor.com/ShowUserReviews-g186338-d26663269-r958078935-Bachata_Exchange-London_England.html,Bachata Exchange,"12 Primrose St, London EC2A 2EG England",5,161,https://www.tripadvisor.co.uk/Attraction_Review-g186338-d26663269-Reviews-Bachata_Exchange-London_England.html,"{'label': 'POSITIVE', 'score': 0.9998482465744019}"
958533283,Maddy L,https://www.tripadvisor.com/Profile/523maddyl,The best dance event anywhere!,"The best regular dance event I have ever been to, anywhere in the world. Friendly, fun and safe place to enjoy dancing with a warm community. It’s incomparable!",en,5.0,2024-07-08,,May 2024,0,https://www.tripadvisor.com/ShowUserReviews-g186338-d26663269-r958533283-Bachata_Exchange-London_England.html,Bachata Exchange,"12 Primrose St, London EC2A 2EG England",5,161,https://www.tripadvisor.co.uk/Attraction_Review-g186338-d26663269-Reviews-Bachata_Exchange-London_England.html,"{'label': 'POSITIVE', 'score': 0.9998900890350342}"
958080053,Mihaela P,https://www.tripadvisor.com/Profile/mihaelapK9125WP,An absolute blast,"Amazing dancing experience, I have been attending Bachata Exchange on several occasions , even more I was travelling every time from Birmingham down to London because it’s 100 % worth it ! Vibrant atmosphere, infectious energy , great music and amazing dancers - perfect mix for an unforgettable evening. Free entry which makes it supper accessible for everyone considering there are classes given prior to the social dancing . Enthusiastic and welcoming instructors - making it easy for both beginners and experienced dancers to join and have fun ! It’s a perfect way to unwind, meet new people and explore the world of Bachata !",en,5.0,2024-07-05,,May 2024,0,https://www.tripadvisor.com/ShowUserReviews-g186338-d26663269-r958080053-Bachata_Exchange-London_England.html,Bachata Exchange,"12 Primrose St, London EC2A 2EG England",5,161,https://www.tripadvisor.co.uk/Attraction_Review-g186338-d26663269-Reviews-Bachata_Exchange-London_England.html,"{'label': 'POSITIVE', 'score': 0.9998705387115479}"
956363407,tareknet89,https://www.tripadvisor.com/Profile/tareknet89,Can’t praise enough!,"I can't praise Bachata Exchange (BE) enough! This fantastic place has become a cornerstone of my weekly routine and a vibrant part of the Broadgate community. BE is not just about dancing; it's about building connections, staying active, and supporting local businesses.Every time I attend BE, I make a point of visiting the local restaurants and shops. The influx of BE members brings a noticeable boost to the local economy, making it a win-win for everyone involved. Before heading to BE, I often use the nearby gym, which helps me stay fit and energized for the night of dancing ahead.BE has had a profoundly positive impact on my life. The welcoming atmosphere and the joy of dancing have significantly improved my overall happiness and well-being. This has translated directly into my work life, making me a more engaged and productive employee. The physical activity keeps me healthy, and the social interaction boosts my mood, making me look forward to each day with renewed enthusiasm.Thank you, Bachata Exchange, for being such a wonderful part of my life and for contributing so much to the Broadgate community!",en,5.0,2024-06-23,,May 2024,0,https://www.tripadvisor.com/ShowUserReviews-g186338-d26663269-r956363407-Bachata_Exchange-London_England.html,Bachata Exchange,"12 Primrose St, London EC2A 2EG England",5,161,https://www.tripadvisor.co.uk/Attraction_Review-g186338-d26663269-Reviews-Bachata_Exchange-London_England.html,"{'label': 'POSITIVE', 'score': 0.9997771382331848}"
956393823,Julia F,https://www.tripadvisor.com/Profile/JuliaF955,Everyone should have access to learning to dance,"I traveled from Birmingham with some friends to go to bachata exchange. I can't express how badly we need community projects and spaces like these and how important it is for them to carry on.Dance is joyful, it's real human connection, it's self expression, it fills your whole body with endorphins and feeds your soul. Being a free event it's accessible to everyone and you will find all different types of people coming together to share it. With so many people struggling financially, with stress, loneliness, mental health; I'm so grateful for people organizing events like this out of pure passion.",en,5.0,2024-06-23,,May 2024,1,https://www.tripadvisor.com/ShowUserReviews-g186338-d26663269-r956393823-Bachata_Exchange-London_England.html,Bachata Exchange,"12 Primrose St, London EC2A 2EG England",5,161,https://www.tripadvisor.co.uk/Attraction_Review-g186338-d26663269-Reviews-Bachata_Exchange-London_England.html,"{'label': 'POSITIVE', 'score': 0.9992063641548157}"
